1 qid:1 1:2018.0 2:0.14012343 3:0.0 4:0.0 5:22.17656 # tt2990140
1 qid:1 1:2011.0 2:0.116295375 3:0.0 4:0.0 5:29.835556 # tt1430607
0 qid:1 1:2021.0 2:1.3359183E-5 3:0.0 4:0.0 5:5.465048 # tt13358630
1 qid:1 1:2003.0 2:0.5145065 3:0.0 4:0.0 5:26.51585 # tt0319343
1 qid:1 1:2020.0 2:0.0026660163 3:0.0 4:0.0 5:2.965854 # tt13381368
1 qid:1 1:2020.0 2:0.0038253828 3:0.0 4:0.0 5:2.5525782 # tt13320784
0 qid:1 1:2012.0 2:1.1276135 3:0.0 4:0.0 5:11.000656 # tt1659337
0 qid:1 1:2019.0 2:0.13252504 3:0.0 4:0.0 5:2.4783344 # tt6472976
0 qid:1 1:2018.0 2:0.20827827 3:0.0 4:0.0 5:2.0604005 # tt3846674
1 qid:1 1:2016.0 2:0.0053852475 3:0.0 4:0.0 5:4.844312 # tt6269192
0 qid:1 1:2014.0 2:1.108646E-6 3:0.0 4:0.0 5:5.649186 # tt3838986
0 qid:1 1:2016.0 2:1.2871587 3:0.0 4:0.0 5:0.87205553 # tt3783958
1 qid:1 1:2014.0 2:0.0063994923 3:0.0 4:0.0 5:4.909679 # tt3626180
0 qid:1 1:2016.0 2:0.515372 3:0.0 4:0.0 5:0.97097826 # tt2674426
0 qid:1 1:2014.0 2:0.80181944 3:0.0 4:0.0 5:2.513183 # tt2582846
0 qid:1 1:2013.0 2:0.33729598 3:0.0 4:0.0 5:0.8411379 # tt2140373
1 qid:1 1:2009.0 2:0.0024156563 3:0.0 4:0.0 5:4.764581 # tt1519929
0 qid:1 1:2010.0 2:0.96116096 3:0.0 4:0.0 5:1.2024908 # tt0398286
1 qid:1 1:2008.0 2:0.008476873 3:0.0 4:0.0 5:4.383854 # tt1327788
0 qid:1 1:2009.0 2:1.3197675 3:0.0 4:0.0 5:0.6712189 # tt0796366
0 qid:1 1:2008.0 2:0.07487568 3:0.0 4:0.0 5:3.3743534 # tt0435679
1 qid:1 1:2003.0 2:1.0085093 3:0.0 4:0.0 5:6.855379 # tt0314331
0 qid:1 1:2007.0 2:0.5003691 3:0.0 4:0.0 5:1.1932759 # tt0448134
1 qid:1 1:1993.0 2:0.7288974 3:0.0 4:0.0 5:19.88309 # tt0107688
1 qid:1 1:1997.0 2:0.0012549318 3:0.0 4:0.0 5:4.0726504 # tt0181818
0 qid:1 1:1998.0 2:0.028241843 3:0.0 4:0.0 5:1.2759786 # tt0156794
1 qid:1 1:1992.0 2:0.12447219 3:0.0 4:0.0 5:5.290184 # tt0104940
1 qid:2 1:2017.0 2:1.416699 3:0.0 4:0.0 5:10.320821 # tt3896198
1 qid:2 1:2017.0 2:1.5022152E-5 3:0.0 4:0.0 5:11.986668 # tt11771702
1 qid:2 1:2014.0 2:4.2695956 3:0.0 4:0.0 5:8.519782 # tt0816692
1 qid:2 1:2021.0 2:0.002526604 3:0.0 4:0.0 5:4.6416044 # tt15609374
1 qid:2 1:2021.0 2:4.3791524E-6 3:0.0 4:0.0 5:4.105907 # tt12483148
1 qid:2 1:2021.0 2:3.74168E-5 3:0.0 4:0.0 5:3.393462 # tt14191506
1 qid:2 1:2014.0 2:2.5858443 3:0.0 4:0.0 5:9.241721 # tt2015381
1 qid:2 1:2021.0 2:2.071505E-4 3:0.0 4:0.0 5:2.6152327 # tt13347662
1 qid:2 1:2016.0 2:1.3550044 3:0.0 4:0.0 5:6.0701027 # tt3748528
1 qid:2 1:2019.0 2:0.0010873046 3:0.0 4:0.0 5:3.4012475 # tt9782756
1 qid:2 1:2018.0 2:1.6136342E-4 3:0.0 4:0.0 5:4.175434 # tt12787166
1 qid:2 1:2015.0 2:1.8746701 3:0.0 4:0.0 5:4.1015754 # tt3659388
0 qid:2 1:2018.0 2:0.14012343 3:0.0 4:0.0 5:1.2283742 # tt2990140
1 qid:2 1:2013.0 2:1.7539675 3:0.0 4:0.0 5:5.7543344 # tt1454468
0 qid:2 1:2016.0 2:1.7682902E-5 3:0.0 4:0.0 5:3.517653 # tt6512764
1 qid:2 1:2015.0 2:4.600881E-5 3:0.0 4:0.0 5:4.715112 # tt4859370
1 qid:2 1:2012.0 2:1.1788809 3:0.0 4:0.0 5:6.9913745 # tt1446714
1 qid:2 1:2013.0 2:1.0311118 3:0.0 4:0.0 5:5.428835 # tt1408101
0 qid:2 1:2016.0 2:1.2871587 3:0.0 4:0.0 5:0.36851358 # tt3783958
1 qid:2 1:2015.0 2:1.5964504E-5 3:0.0 4:0.0 5:3.385712 # tt5597272
0 qid:2 1:2016.0 2:0.515372 3:0.0 4:0.0 5:0.85972214 # tt2674426
1 qid:2 1:2014.0 2:2.8688984E-4 3:0.0 4:0.0 5:3.4811146 # tt4172224
1 qid:2 1:2012.0 2:9.184301E-4 3:0.0 4:0.0 5:4.082812 # tt3351386
1 qid:2 1:2009.0 2:1.3197675 3:0.0 4:0.0 5:6.014265 # tt0796366
0 qid:2 1:2014.0 2:0.014432076 3:0.0 4:0.0 5:0.54048634 # tt3365778
0 qid:2 1:2008.0 2:2.5740855 3:0.0 4:0.0 5:4.445097 # tt0910970
0 qid:2 1:2013.0 2:0.33729598 3:0.0 4:0.0 5:0.36851358 # tt2140373
1 qid:2 1:2007.0 2:0.5003691 3:0.0 4:0.0 5:4.507176 # tt0448134
1 qid:2 1:2009.0 2:0.77512234 3:0.0 4:0.0 5:1.1206427 # tt1182345
1 qid:2 1:2005.0 2:0.6403023 3:0.0 4:0.0 5:3.4897118 # tt0379786
0 qid:2 1:2005.0 2:0.63759136 3:0.0 4:0.0 5:0.54048634 # tt0414387
1 qid:2 1:2000.0 2:0.47255826 3:0.0 4:0.0 5:6.353807 # tt0134847
1 qid:2 1:1997.0 2:0.65682113 3:0.0 4:0.0 5:5.2518 # tt0119177
1 qid:2 1:1997.0 2:0.99420446 3:0.0 4:0.0 5:4.0441437 # tt0119116
1 qid:2 1:1997.0 2:0.57085997 3:0.0 4:0.8045659 5:6.04342 # tt0118884
1 qid:3 1:2018.0 2:0.20827827 3:0.0 4:0.0 5:19.960087 # tt3846674
1 qid:3 1:2013.0 2:0.3035635 3:0.0 4:0.0 5:16.607504 # tt1714206
0 qid:3 1:2021.0 2:2.1868042E-4 3:0.0 4:0.0 5:5.87988 # tt15132408
0 qid:3 1:2022.0 2:8.5642905E-6 3:0.0 4:0.0 5:2.8189607 # tt19718904
0 qid:3 1:2022.0 2:2.972834E-4 3:0.0 4:0.0 5:2.76742 # tt18967390
1 qid:3 1:2014.0 2:0.27685198 3:0.0 4:0.0 5:13.2054405 # tt1638002
0 qid:3 1:2021.0 2:4.3791524E-6 3:0.0 4:0.0 5:3.8451877 # tt12483148
1 qid:3 1:2022.0 2:8.628038E-5 3:0.0 4:0.0 5:2.2814364 # tt14674728
0 qid:3 1:2017.0 2:1.416699 3:0.0 4:0.0 5:6.9411135 # tt3896198
0 qid:3 1:2021.0 2:3.74168E-5 3:0.0 4:0.0 5:3.2076898 # tt14191506
0 qid:3 1:2018.0 2:2.1563163E-5 3:0.0 4:0.0 5:7.0103245 # tt6101746
0 qid:3 1:2021.0 2:2.071505E-4 3:0.0 4:0.0 5:2.4389462 # tt13347662
0 qid:3 1:2021.0 2:0.347844 3:0.0 4:0.0 5:1.9393718 # tt4513678
0 qid:3 1:2020.0 2:9.950098E-6 3:0.0 4:0.0 5:3.5809393 # tt12040590
0 qid:3 1:2020.0 2:2.7577567E-5 3:0.0 4:0.0 5:3.2481475 # tt13186724
0 qid:3 1:2016.0 2:0.0055293716 3:0.0 4:0.0 5:8.699513 # tt4741412
0 qid:3 1:2019.0 2:6.541011E-5 3:0.0 4:0.0 5:4.170618 # tt8980394
0 qid:3 1:2014.0 2:4.2695956 3:0.0 4:0.0 5:4.525773 # tt0816692
1 qid:3 1:2019.0 2:0.13252504 3:0.0 4:0.0 5:3.1811192 # tt6472976
0 qid:3 1:2019.0 2:1.5659623E-5 3:0.0 4:0.0 5:3.178586 # tt8099240
0 qid:3 1:2017.0 2:1.5936786E-4 3:0.0 4:0.0 5:5.8876853 # tt6870750
1 qid:3 1:2012.0 2:1.1276135 3:0.0 4:0.0 5:10.935102 # tt1659337
0 qid:3 1:2018.0 2:2.6782113E-4 3:0.0 4:0.0 5:4.111579 # tt9555800
0 qid:3 1:2014.0 2:0.014432076 3:0.0 4:0.0 5:9.316428 # tt3365778
0 qid:3 1:2017.0 2:1.1402424E-4 3:0.0 4:0.0 5:5.1150813 # tt5511856
0 qid:3 1:2019.0 2:1.0149653E-4 3:0.0 4:0.0 5:2.276365 # tt9133200
0 qid:3 1:2014.0 2:1.5659623E-5 3:0.0 4:0.0 5:8.923722 # tt4107526
0 qid:3 1:2017.0 2:9.819832E-5 3:0.0 4:0.0 5:4.7444534 # tt8909120
1 qid:3 1:2016.0 2:1.2871587 3:0.0 4:0.0 5:4.2729225 # tt3783958
0 qid:3 1:2018.0 2:4.0964464E-5 3:0.0 4:0.0 5:2.6977463 # tt11245952
0 qid:3 1:2016.0 2:1.6136342E-4 3:0.0 4:0.0 5:5.365327 # tt2933632
0 qid:3 1:2018.0 2:2.6967813E-5 3:0.0 4:0.0 5:2.5989082 # tt8847740
0 qid:3 1:2016.0 2:1.3550044 3:0.0 4:0.0 5:3.468996 # tt3748528
0 qid:3 1:2016.0 2:1.7682902E-5 3:0.0 4:0.0 5:5.2565403 # tt6512764
0 qid:3 1:2013.0 2:4.7117454E-5 3:0.0 4:0.0 5:9.297819 # tt4498344
0 qid:3 1:2018.0 2:2.7161834E-6 3:0.0 4:0.0 5:2.4103117 # tt9046118
1 qid:3 1:2013.0 2:1.3466908 3:0.0 4:0.0 5:7.3068213 # tt1798709
0 qid:3 1:2017.0 2:2.0368598E-4 3:0.0 4:0.0 5:3.5512753 # tt6998626
1 qid:3 1:2016.0 2:4.108642E-4 3:0.0 4:0.0 5:4.7016973 # tt4876286
