tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,synopsis
tt10577854,Surge of Dawn,Surge of Dawn,0,2019.0,\N,Action,7.7,32.0,Alexander Fernandez,"The next chapter in the Surge of Power film series. Cinema's first openly gay superhero Surge returns for the crossover event of the year. This time Big City's greatest hero must team up with an unlikely hero a vampire who works for GOD named Dawn. Surge and Dawn must work together to save Big City from a new villain Blackout an evil necromancer who seeks to destroy Surge and gain a seat on the Council.

—Alexander Fernandez"
tt6603662,English vs English,English vs English,0,2016.0,116,Thriller,8.2,17.0,Prantik Chakraborty,"The film is set in the backdrop of a corporate industry (Legal Process Outsourcing Industry). A budding LPO industry is being portrayed in the film. Soumya (Anshu Bach), a guy, who is good in studies but poor in English vocabulary, joins the office, but he faces a lot of problem as he is unable to speak English properly. The Boss of the office makes him very clear about the fact that he at least needs to speak broken English if not Spoken English to survive in the office ,as speaking in English is one of the important criteria of a corporate house . Soumya in this crisis situation begs help from Ranajoy Talukder (Mr. Shantilal Mukherjee), who is a senior most person in the office and a very good speaker of English. Ranajoy Talukder becomes his teacher and the journey of Soumya to learn English kicks off. But as the plot develops we find that Ranajoy Talukder is no hero but rather a psychopathic character who loves to blow his own trumpet and speak greatly about himself but doesn't have any quality as such other than the ability to speak English. Moreover, as the plot advances we also get to know that Joy Talukder can not tolerate to watch anybody else other than him getting appreciation and can go to any level to stop that. This centralized theme of the movie is backed up by romance , emotion , comedy ,relationship of father (Mr.Mrinal Mukherjee ) and son (Anshu Bach),relationship of husband-wife , the crude reality and the up's and down's of corporate life and this entire story is well-wreathed psycho thriller."
tt7466810,777 Charlie,777 Charlie,0,2022.0,164,"Adventure,Comedy,Drama",9.0,24443.0,Kiranraj K,Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.
tt5730832,They Shall Not Perish: The Story of Near East Relief,They Shall Not Perish: The Story of Near East Relief,0,2016.0,54,Documentary,7.1,44.0,,"The Near East Foundation, known initially as Near East Relief, spearheaded this first great mobilization of international humanitarian assistance in the United States, in September 1915, in response to the Armenian Genocide. Driven by the conviction that ordinary citizens had the collective power to save the lives of people coping with adversity, the organization's efforts helped save more than one million lives."
tt0410385,Nowheresville,Nowheresville,0,2001.0,85,Comedy,7.1,18.0,Christian Gompert,"Nowheresville is the tale of Sam, Nick, Randy and Jerry, four childhood friends that are virtually inseparable, that is until Nick decides he's moving to Los Angeles. On the night before he's set to leave, the other guys hatch a plan to convince him to stay. Do they succeed or do they fail? Only one thing is certain: on this last night in Nowheresville, anything can happen and probably will!

—Chris Proulx"
tt2705574,Midsummer Night's Tango,Mittsommernachtstango,0,2013.0,84,"Documentary,Music",7.3,134.0,Viviane Blumenschein,"Finns have a quirky sense of humour - and are a bit shy. But: Tango is THE folk music of the Finns. The documentary discovers the Finnish tango from the viewpoint of the singer Chino Laborde, the guitarist Diego DIPI Kvitko and the bandoneonist Pablo Greco. The three Argentine musicians travel to Finland to find out whether Aki Kaurismäki is telling the truth when he asserts that tango music was invented in Finland.

—Anonymous"
tt0448463,Falling,Falling,0,2005.0,120,"Drama,Romance",7.0,208.0,Tristram Powell,"Henry Kent (Michael Kitchen) meets writer Daisy Langrish (Dame Penelope Wilton) and offers to take care of her overgrown garden. A relationship develops, but Mr. Kent is fooling no one but Daisy."
tt1417090,Eye Over Prague,Oko nad Prahou,0,2010.0,78,"Documentary,Drama",7.6,52.0,Olga Spátová,"The powerful story of Jan Kaplicky, one of the most gifted architects of his generation. Mr. Kaplicky fled Prague along with many of his cultural contemporaries during the social unrest of 1968 Czechoslovakia. Almost forty years later, he returned to his hometown of Prague and faced the biggest challenge of his career.

—Simply Cinema"
tt14444398,The Reverend,The Reverend,0,2021.0,86,Documentary,8.0,8.0,Nick Canfield,"THE REVEREND follows the spiritual and musical journey of Reverend Vince Anderson. After coming to New York in the 90's to enter seminary, Vince dropped out to follow his second calling - music. With his band The Love Choir, he has played a now-legendary weekly show for over twenty years. Reconnecting with his faith and using his intense soulful music, he began to preach a type of spirituality that meets people where they are, is open to all, and moves everyone that sees him play. Reverend Vince is also deeply involved in social activism, working with other progressive Christians at home and around the country to build inclusive communities. Filmed over four years in a largely observational style and featuring Questlove and members of TV On The Radio, THE REVEREND is a raucous concert film as well as an intimate portrait of Reverend Vince's inspiring personal and spiritual life.

—Observant Films"
tt0107920,Raining Stones,Raining Stones,0,1993.0,90,"Comedy,Drama",7.3,4570.0,Ken Loach,"This Ken Loach film tells the story of a man devoted to his family and his religion. Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her First Communion. His stubbornness and determination get him into trouble as he turns to more and more questionable measures, in his desperation to raise the needed money. This tragic flaw leads him to risk all that he loves and values, his beloved family, indeed even his immortal soul and salvation, in blind pursuit of that goal.

—Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
tt3065040,Divana-e-Ishq,Divana-e-Ishq,0,2013.0,147,Romance,8.1,10.0,Pankaj Prakash,"The story is all about an Iranian singer who had to forcibly quit Iran and migrate to India, where he managed to reach to the peak of his career and save the demanded sum of money as a precondition of marrying a millionaire's daughter, being his only love in life. But the evil conspiracy of the rich man finally results into their untimely tragic end.A romantic musical, consisting of the Indian and Iranian (fusion) music"
tt1485703,Drain the Ocean,Drain the Ocean,0,2009.0,88,Documentary,7.3,153.0,,"In this National Geographic special, we look at what most call The Final Frontier. Using the newest data gathered from scientists all over the world and the latest advancements in computer generated imaging, we are able to explore some of the most dramatic landscapes the Earth has to offer. From the tallest mountain to fissures that would engulf entire countries, the ocean floor is truly a sight to behold.

—Serberus"
tt1880314,Ru Ba Ru,Ru Ba Ru,0,2011.0,90,Documentary,8.3,29.0,P.S. Bharthi,A documentary on the filming of one of the greatest indian movies Rang De Basanti.
tt10602172,Shankar Mudi,Shankar Mudi,0,2019.0,110,Drama,7.4,400.0,Aniket Chattopadhyay,"Shankar had a small grocery shop in a suburban area of Kolkata. One day a huge shopping mall came up in the neighborhood and this became a threat to Shankar as well as affecting every person's lifestyle and mentality, society and humanity."
tt0491772,Ganesh,Ganesh,0,1998.0,156,"Action,Drama,Thriller",7.1,285.0,Tirupati Swamy,"Ganesh (Venkatesh) loses his father, sister and his friend who is also a journalist, due to the corrupt politicians. He takes revenge on the corrupt system."
tt1264114,Titanic's Achilles Heel,Titanic's Achilles Heel,0,2007.0,90,Documentary,7.1,27.0,Kirk Wolfinger,An expedition looks into whether Titanic's hull had a construction design flaw that caused her to break apart.
tt0286916,Quartet for Two,Rendan,0,2001.0,104,"Comedy,Drama,Family",7.2,97.0,Naoto Takenaka,"Shotaro and Minako are arguing. Minako has confessed her infidelity to her husband and informs him of her intention to leave him. She has ceased to enjoy living with a submissive husband. Minako, who works for a construction company, loves her job and is progressing in her successful career, while her husband eagerly takes care of the house and the kids. He buys groceries, he cooks, he does the laundry - constantly. The couple's arguing intensifies until Minaka files for divorce. Their older daughter Mari isn't that upset by her parent's problems as she's more interested in the piano piece she's got to play with her mother at a concert organized by her music school; admittedly, she's also rather interested in her music teacher. But her younger brother Toru feels betrayed by his mother and can't manage to reconcile himself to his father's role as a housewife. A partial reconciliation occurs at Minako and Mari's concert, where their entrance on stage is met with loud applause.

—MyDramaList"
tt3346462,Cirqo,Cirqo,0,2013.0,100,Drama,7.0,34.0,Orlando Lübbert,Two prisoners escape execution by the police and become successful circus clowns in Pinochet's Chile.
tt1540948,Insurgentes,Insurgentes,0,2009.0,76,"Documentary,Music",8.6,261.0,Lasse Hoile,A documentary about the world behind Steven Wilson's 2009 album 'Insurgentes'.
tt10633456,Minari,Minari,0,2020.0,115,Drama,7.4,79933.0,Lee Isaac Chung,"In 1983, the Korean immigrant Yi family moves from California to their new plot of land in rural Arkansas, where father Jacob hopes to grow Korean produce to sell to vendors in Dallas. One of his first decisions is to decline the services of a water diviner and he digs a well in a spot he finds on his own. He enlists the help of Paul, an eccentric local man, and Korean War veteran. While Jacob is optimistic about the life ahead, his wife Monica is disappointed and worries about their son David's heart condition; due to this he is frequently told not to run. Jacob and Monica work sexing chicks at the nearby hatchery and argue constantly while David and his sister Anne eavesdrop.To help watch the children during the day, they arrange for Monica's mother Soon-ja to travel from South Korea. David, who is forced to share a room with her, avoids her because she does not conform to his idea of how a grandmother should be. Still, Soon-ja attempts to adjust to life in the States and bond with the children.The well that Jacob dug runs dry. Jacob is reluctant to pay for county water, but eventually is forced to do so. He runs into additional difficulties, such as the vendor in Dallas canceling their order at the last minute. Even so, he perseveres despite Monica's vocal desire to return to California. This strains their marriage closer to breaking point.Meanwhile, Soon-ja takes the children to plant minari seeds by the creek. She tells them how resilient and useful the plant is, and predicts plentiful growth. David finally begins to warm to his grandmother after she teaches him card games, bandages his wounds, and soothes him to sleep. Soon-ja also encourages him to do more physical activity, something his parents discourage, saying that he is stronger than they think.Soon-ja suddenly suffers a stroke overnight. She survives with medical treatment, but is left with impaired movement and speech.Jacob, Monica, Anne and David head to Oklahoma City for David's heart appointment and to meet a vendor to sell Jacob's produce. Although they learn that David's heart condition has dramatically improved and Jacob makes a deal to sell vegetables to a Korean grocer, Jacob also indirectly admits to Monica that the success of his crops is more important to him than the stability of their family. Following an emotional argument, the two tacitly agree to separate.However, Soon-ja accidentally sets the barn containing the produce on fire in their absence. Upon arriving home, Jacob rushes in to save the crops, and Monica soon follows. Eventually, the fire grows out of control, and they decide to save each other while leaving the barn to burn. A distraught and confused Soon-ja begins to wander off into the distance, as Anne and David call for her to come back. Seeing that she is not responding to them, David breaks into a sprint to meet her, blocking her path. Soon-ja seems to recognize David for a moment, and reaches for his hand and the grandchildren lead her back home. The family is asleep on the floor, collapsed from the fatigue of the night before. Above them, Soon-ja is awake, in a chair, watching them sleep with a subdued expression on her face.Some time later, Jacob and Monica are with the water diviner who finds a spot for a well. They mark it with a stone signifying their intention to stay on the farm. Jacob and David then head to the creek to harvest the minari, which had grown successfully, with Jacob noting how good of a spot Soon-ja picked to plant them."
tt3341582,Killa,Killa,0,2014.0,107,"Comedy,Drama",7.8,1744.0,Avinash Arun,"Set in a small coastal town in Konkan, the film is intimately interwoven with forests, animals, a lake and the
sea. These essential elements become the stage on which young Chinu struggles for acceptance and identity when his mother, who works in a government office gets transferred from a bigger town to a village. His father has recently died and the two are on their own in a small house. Far from his settled world Chinu has a lot on his plate. Local lads seem like unruly delinquents to him when he first encounters them trying to set fire to a puppy. Chinu passes Yuvraj some answers in math class, and gains a friend. His mother, meanwhile, has her own conflicts to face in the local corrupt bureaucracy when shes strong-armed into helping a local building contractor get a project through without bank approval. Far from her family she has her set of struggles and worries about her son.The climax comes early on, in a genuinely spooky scene in the ruins of a British fort, where Chinu undergoes an ordeal that becomes a rite of passage."
tt1684924,Rick Steves' Iran,Rick Steves' Iran,0,2009.0,56,Documentary,7.8,61.0,Simon Griffith,"As he's done with previous programs on Israel, Egypt, and Eastern Turkey, Rick takes us beyond Europe to a place that's rich with history...and mystery."
tt13199916,Wende im Eis - Die Geschichte der letzten DDR-Antarktisforscher,Wende im Eis - Die Geschichte der letzten DDR-Antarktisforscher,0,2020.0,52,"Documentary,History",7.6,8.0,Anna Schmidt,"In 1989, thirteen GDR scientists and technicians set off from East Berlin to the Georg Forster research station in the Antarctic. During their expedition the Berlin Wall fell on November 9th. Cut off from the images that go around the world, the men can only experience the historical events passively. When they return in the spring of 1991, their homeland is a foreign country. The documentary reconstructs the thoughts and feelings of the East German researchers on the basis of eyewitness accounts, diary excerpts, letters, film material, grandiose landscape shots from the location of the action and unique photos to make the consequences of the events tens of thousands of kilometers away on the small GDR expedition in the middle of the eternal ice tangible."
tt5423310,Ola Bola,Ola Bola,0,2016.0,113,"Drama,History,Sport",7.6,718.0,Keng Guan Chiu,"Marianne, a young professional, is disillusioned with her working life in Malaysia. Feeling she has had enough, she prepares to leave for Englands greener pastures. But her one final assignment leads her to discover a story so amazing, it literally changes her life.It is a story set in the 1980s during tumultuous economic times, about an unlikely team of footballers whose disagreements have left them with a streak of embarrassing losses. Personal issues have caused each of them to crack under pressure while the team slowly falls apart. They have only one chance left for international glory, and this multicultural team has to find it in their hearts to overcome their individual odds and unite for the sake of an entire country. But unknown to them, their greatest test is yet to come, one that will make or break their fighting spirit and the nations hopes and aspirations.At once a powerful lesson from the past and a hopeful missive for the future, OlaBola, a fictional tale based on true events, invites us to celebrate our differences and unite as a nation with a collective goal. This poignant zero-to-hero story reminds us that there is beauty in our diversity and strength in our unity. And like Marianne, we might just find our reason to persevere and fight for our dreams here within this beautiful country called Malaysia."
tt1303779,The Silence of the Sushi Rolls,Onna chikan sôsakan 4: Torokeru kahanshin,0,2001.0,62,\N,7.0,24.0,Mototsugu Watanabe,"Red alert! A pervert is hanging out in the Tokyo subway and using a hi-tech brain manipulation device in order to molest sexy women! But not to worry, detective Claire is on the case! With the help of world-famous nutty professor and horndog Dr. Honeybar Nectar, Claire will uncover an intricate plot of epic proportions, leading all the way up to the Japanese prime minister. Justice in the form of extreme vaginoplasty (that must be seen to be believed!) is served and Claire will finally be able to silence the sushi rolls screaming in her mind. This sexy, comedic parody of a film with a very similar name stars the sexy Yumika Hayashi, Terumi Minami and Kyoko Kazama.

—Pink Eiga. Inc."
tt3259484,Pop Meets the Void,Pop Meets the Void,0,2015.0,88,"Comedy,Fantasy,Music",8.8,81.0,William Cusick,"In a hyperreal combination of live action and animation, an unhinged musician preoccupied with self-mythologizing daydreams struggles to release his first album after 15 years of recording songs alone."
tt0462604,The Way Home,The Way Home,0,2004.0,78,Drama,7.6,23.0,Peter Anthony Fields,A boy struggles to remain with the foster family that he has grown to love.
tt0875113,99 francs,99 francs,0,2007.0,100,"Comedy,Drama",7.2,19878.0,Jan Kounen,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love."
tt5074504,Kafes,Kafes,0,2015.0,117,Drama,7.0,1545.0,Mahmut Kaptan,Relations between leftists and rightists before 1980 revolution and tortunes both sides experienced after revolution is showed with idealistic point of view.
tt1929194,Believe You Me,Believe You Me,0,2011.0,94,"Comedy,Drama,Mystery",7.9,24.0,Scott Honea,"After being blindsided by an unthinkable crisis, a small-town photographer volunteers at a suicide hot line where he finds a clue that may unravel the mystery behind his grief."
tt1693784,Consolation,Nechama,0,2010.0,52,Drama,7.8,8.0,Edit Sheratzki,An allegorical drama about a woman who wakes up on the morning of the last day of her life and her family are able to accept it.
tt0123948,Cure,Cure,0,1997.0,111,"Crime,Horror,Mystery",7.4,15742.0,Kiyoshi Kurosawa,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.
tt0156168,Venkalam,Venkalam,0,1993.0,\N,Drama,7.4,89.0,Bharathan,"Gopalan and Unni are brothers who lead a happy life. Gopalan's life takes a turn when he doubts Thankamani, his wife, for having an illicit relationship with Unni."
tt0307681,I Not Stupid,Xiaohai bu ben,0,2002.0,105,"Comedy,Drama",7.2,1174.0,Jack Neo,"Story about life of 3 EM3's student in Singapore, who struggling with their education and personal life."
tt21817452,Send Me,Send Me,0,2022.0,\N,Documentary,8.0,230.0,Nick Palmisciano,"In the final days of the Afghanistan War, 12 veterans fly to the Middle East and spend the next ten days evacuating as many American citizens, permanent residents, and special immigrant visa holder Afghan refugees as possible before they, and the Americans and Afghans who served alongside them for years, run out of time. An emotional, brutal, and honest account of what really occurred on the ground in the waning hours of the war that defined a generation of Americans.Sarah Verardo, the wife of a catastrophically wounded Afghanistan Veteran, wanted to do all she could to help the people her husband had fought for and with, to include his interpreter. Chad Robichaux desperately wanted to save his interpreter Aziz before he was killed by the Taliban, as his friends had been already. So they did what the military community always does in times of crisis: they leaned on their friends. In short order, a team of twelve men, most of whom had never met each other before, had established a Joint Operations Center in the United Arab Emirates. Hours later, they were running flights into Kabul on C-17s donated by UAE, and 737s they procured themselves.These men knew the clock was ticking and that the United States Government was going to cease evacuations on 31 August, so the entire team, led by three ground team members that were going outside the wire to save those who needed help, worked with little to no sleep or food until the horrible moment when the IED went off, claiming 13 American and many more Afghan lives.This story pulls no punches and shares the ground truth of what it was really like in those final hours of the war."
tt1000070,Billy & Mandy's Big Boogey Adventure,Billy & Mandy's Big Boogey Adventure,0,2007.0,80,"Adventure,Animation,Comedy",7.3,1590.0,"Matt Engstrom, Michel Lyman, Robert Alvarez, Phil Cummings, Kris Sherwood, Juli Murphy, Russell Calabrese, Christine Kolosov, Eddy Houchins, Gordon Kent, Sue Perrotto, Shaun Cashman","When the Boogey Man causes Grim to lose his powers, rank, and title in the Underworld Court for misusing his powers, he plots to seek out Horror's Hand and take over the world. It's up to Billy, Mandy, Irwin, and Grim to get to Horror's Hand before the Boogey Man does.

—Rtkat3"
tt15397606,Jesús López,Jesús López,0,2021.0,86,Drama,7.0,45.0,Maximiliano Schonfeld,"Jesús López, a young racing driver, dies accidentally leaving his village in astonishment. His cousin Abel, a drifting teenager, gradually feels tempted to take his place. He moves in with Jesús' parents, wears his clothes, gets closer to his friends and ex-girlfriend. At first, people accept him and Abel takes a liking to the role. But the resemblance to his cousin becomes disturbing, to the point that he ends up transforming into Jesús López. A car race in homage to Jesús is organized in the village. Animated by the spirit of his cousin, Abel drives the deceased's car. The outcome of this race will determine whether or not the result of the transformation becomes definitive."
tt3337550,Rahasya,Rahasya,0,2015.0,123,"Mystery,Thriller",7.6,4917.0,Manish Gupta,"A Doctor stands accused of killing his own eighteen-year old daughter. While this aggrieved father protests his innocence, all evidence points towards him irrefutably. While his own wife suspects him too, the C.B.I. sleuth on the case concludes that the doctor could not have killed his own daughter. So then, who did it? And why? As the C.B.I sleuth seeks these answers, he uncovers a vicious web of adultery and hidden family secrets...

—Anonymous"
tt2176070,Homecoming,Homecoming,0,2012.0,110,"Drama,Family",8.9,16.0,"John David Hartfield, Adam N. White","Returning home for his mothers funeral, Bobby is confronted with stark realities in the small town he has forgotten. Bobby and his sister instantly become the parents to their father, Phil, who is unable to care for himself. With their mother gone, Bobby and Linda must face the most agonizing of decisions. Anger and resentment towards his father fuels Bobbys desire to put Phil into a nursing home. Linda, who is on the verge of a military deployment, finally concedes and Phil enters a facility. In less than a month, Bobby is summoned back home where his father awaits imminent expulsion from the care center. Furious at having to leave his job and fiancee, Bobby begins a journey through tense and very uncharted waters. He must honestly face himself as he reconstructs his past in order to salvage the future. Homecoming reminds us that, as life moves forward, the role between parent and child is often reversed. Decisions must be made. Promises must be kept. As Bobby confronts the truth, he realizes that those decisions affect not only his father, but his own relationships and sense of self. 'Homecoming' delivers a powerful punch that illuminates the path which every parent and child will ultimately face."
tt4883614,Logic on Fire,Logic on Fire,0,2015.0,102,Documentary,8.4,30.0,Matthew Robinson,Logic on Fire: The Life and Legacy of Dr. Martyn Lloyd-Jones is the official documentary feature film of a man widely recognized as one of the greatest preachers of 20th century.
tt1774395,Heart 2 Heart,Heart 2 Heart,0,2010.0,90,Drama,8.2,83.0,Nayato Fio Nuala,"Pandu and Indah, meet for the first time on a lake and fall in love after three days. When they return to Jakarta, Pandu believes that they will meet again if they are meant to be together. Later, the couple reunites but while the love remains, there is now an obstacle. Indah already has a 'boyfriend', Ramon, arranged by her mother. Then Indah has an accident and loses her vision and her voice. In despair, she refuses to be accompanied by her parents, let alone a boyfriend that her parents chose for her. So Pandu gives up his school in Jakarta to follow Indah, and shares her solitude at the villa. Pandu never allows Indah to be alone, inspite of Indah's rejection. Together with Indah's friends, he brings back the smile on her face.

—filmindonesia.or.id"
tt0113766,"Der Mann, der Hitler die Ideen gab","Der Mann, der Hitler die Ideen gab",0,1995.0,52,Documentary,7.0,13.0,Petrus van der Let,"Using archive film material never seen before, this docu-drama draws a portrait of the man who gave Hitler his ideas. Adolf Lanz (1874 - 1954) was an impostor, ex-monk, woman-hater, self-acclaimed knight, Roman Catholic and creator of a doctrine whose murderous conclusions were put into action by his most prominent follower, Adolf Hitler.<BR> Hollywood veteran Leon Askin plays Adolf Lanz.

—Anonymous"
tt4782052,The Salton Sea,The Salton Sea,0,2016.0,87,"Crime,Drama,Mystery",7.5,27.0,Veena Sud,"A Driver hits someone on a remote desert road -- animal or human, but more importantly did she kill it? In a panic, she drives off instead of checking. A Hitchhiker, a witness, blackmails her for a ride. Thus begins the odyssey of two troubled women fleeing through a land as broken and in need of redemption as they."
tt6233946,"Exhibition on Screen: I, Claude Monet","I, Claude Monet",0,2017.0,87,"Documentary,History",7.0,106.0,Phil Grabsky,This is the story of Monet as expressed through his personal letters as he painted.
tt3010660,Stromberg - Der Film,Stromberg - Der Film,0,2014.0,123,Comedy,7.3,7917.0,Arne Feldhusen,The movie spin-off of the TV series centered around the incompetent boss of a German insurance office.
tt8669826,Colours Of Life,Colours Of Life,0,2018.0,117,Drama,8.4,8.0,Prakash Bharadwaj,"The narrative of the film explores the ups and downs in the life of a single, working mother Chandrima Mukherjee (played by Rituparna Sengupta), and the relationship with her daughter, Esha. After her husband (played by Priyanshu Chatterjee) Dibakar's tragic demise, Esha and Chandrima had none but each other. However, being the strong and independent woman that she has always been, Chandrima raised her daughter all by herself. Never did she let the absence of a 'male parent' affect their bonding, or so does she think. Time flies by and, as Esha grows into adulthood, distance starts to grow between the duo. It is only after a pregnant Esha's suicide-attempt that Chandrima realizes how little she knows about her daughter's life outside the house. Especially since college days, Esha got carried away in the newfound freedom. Whereas, Chandrima busy in her professional life, has failed to keep track of this change. Eventually, they had become, as Chandrima comes to admit, strangers under the same roof. Thereafter, Chandrima starts to introspect Esha's perspective and, in the process, discovers a side of her daughter she never knew. What follows is how she, with all the strength of her love, brings Esha back to a normal life. Esha too, comes to realize that Chandrima was always her closest friend; had been there for her and always will be. Through this heartwarming story, Colours of life reflects on our lives in the contemporary world where we, always engaged in mechanical communication, are perhaps.

—Charbak Das"
tt15354950,Tagebuch einer Biene,Tagebuch einer Biene,0,2021.0,92,Documentary,7.9,57.0,Dennis Wells,An adventurous journey ... In TAGEBUCH EINER BIENE we follow the adventurous journey of a single bee from its birth (or hatching) to the establishment of a new colony.
tt6963274,The Woman with No Face,The Woman with No Face,0,2015.0,45,Documentary,7.4,19.0,Myles Judd,"When a rare form of cancer ravages her face, young model Tambu Makinzi undergoes groundbreaking surgery to have the giant tumor removed."
tt2317089,Small Roads,Small Roads,0,2011.0,103,Documentary,7.1,144.0,James Benning,47 roads across the United States.
tt2825842,Bones of the Buddha,Bones of the Buddha,0,2013.0,52,Documentary,7.6,29.0,Steven Clarke,"Did a 19th-century British landowner really discover gold, jewels and the bones of the Lord Buddha in an underground chamber on his estate? Is the site the lost city of Kapilavastu, where the real Buddha lived as Prince Siddhartha?"
tt5690682,"Alone Across Alaska: 1,000 Miles of Wilderness","Alone Across Alaska: 1,000 Miles of Wilderness",0,2013.0,94,\N,8.1,13.0,,"One summer I set off alone in an attempt to cross a thousand miles of the most remote wilderness in America, the Brooks Range of northern Alaska. It was a journey of mountains and solitude, river crossings and rapids, mountain passes and gravel bars, wolves, grizzlies, and caribou. Join the adventure with this documentary of an epic solo adventure across the trackless wilds of Alaska!"
tt8825052,Volt egyszer egy téka,Volt egyszer egy téka,0,2018.0,90,Documentary,7.6,276.0,Csizmazia Gábor,A tearful but happy commemoration about the golden age of videotheques and the VHS format. The basis of the story is the closing of the Corvin theque after 22 years.
tt1881015,Moose on the Loose,Moose on the Loose,0,2014.0,102,"Adventure,Comedy",7.8,33.0,Johnny J. Sullivan,"After an adventure in Canada, a filmmaker returns to Los Angeles and comes to realize the journey is far from over. He struggles to learn how to embrace the adventure - one that has been wildly audacious, revealing and informative."
tt1024964,A Map for Saturday,A Map for Saturday,0,2007.0,90,Documentary,7.8,1192.0,Brook Silva-Braga,"On a trip around the world, every day feels like Saturday. A MAP FOR SATURDAY reveals a world of long-term, solo travel through the stories of trekkers on four continents. The documentary finds backpackers helping neglected Thai tsunami victims. It explains why Nepal's guesthouses are empty and Brazil's stoplights are ignored. But at its core, SATURDAY tracks the emotional arc of extreme long-term travelers; teenagers and senior citizens who wondered, What would it be like to travel the world? Then did it.

—Anonymous"
